date,description,amount,currency,channel,category
2025-02-06,WEWORK RENT,-772.66,GBP,transfer,rent
2025-02-26,GOOGLE ADS,-191.07,GBP,transfer,marketing
2025-04-19,APPLE STORE,-75.94,GBP,transfer,equipment
2025-01-19,STARBUCKS,-42.51,GBP,direct_debit,meals
2025-03-10,UBER TRIP,-159.72,GBP,card,travel
2025-03-16,OFFICE RENT LTD,-1179.4,GBP,card,rent
2025-03-31,RYANAIR FLIGHT,-100.15,GBP,card,travel
2025-02-28,OPEN API,-17.58,GBP,transfer,software
2025-01-16,APPLE STORE,-134.98,GBP,direct_debit,equipment
2025-04-29,PRET A MANGER,-98.47,GBP,direct_debit,meals
2025-04-14,RYANAIR FLIGHT,-195.87,GBP,card,travel
2025-03-04,UBER TRIP,-51.97,GBP,direct_debit,travel
2025-02-04,GOOGLE ADS,-15.48,GBP,direct_debit,marketing
2025-02-22,RYANAIR FLIGHT,-95.46,GBP,direct_debit,travel
2025-03-05,RYANAIR FLIGHT,-41.63,GBP,transfer,travel
2025-02-23,NOTION LABS,-137.93,GBP,direct_debit,software
2025-01-04,GOOGLE ADS,-112.31,GBP,direct_debit,marketing
2025-01-26,GOOGLE ADS,-28.18,GBP,transfer,marketing
2025-05-05,WEWORK RENT,-1084.46,GBP,direct_debit,rent
2025-02-19,GOOGLE ADS,-120.78,GBP,card,marketing
2025-02-02,UBER TRIP,-37.96,GBP,direct_debit,travel
2025-03-21,TRAINLINE UK,-33.74,GBP,transfer,travel
2025-05-14,APPLE STORE,-56.05,GBP,card,equipment
2025-06-22,WEWORK RENT,-563.68,GBP,direct_debit,rent
2025-01-15,RYANAIR FLIGHT,-53.11,GBP,transfer,travel
2025-05-29,PRET A MANGER,-53.47,GBP,transfer,meals
2025-02-25,STARBUCKS,-11.56,GBP,direct_debit,meals
2025-06-05,NOTION LABS,-180.65,GBP,transfer,software
2025-03-25,AWS CLOUD,-150.64,GBP,direct_debit,software
2025-04-24,STARBUCKS,-176.84,GBP,card,meals
2025-03-03,STARBUCKS,-82.47,GBP,transfer,meals
2025-06-27,GITHUB,-63.77,GBP,card,software
2025-06-30,FACEBOOK ADS,-169.46,GBP,direct_debit,marketing
2025-04-17,STARBUCKS,-84.35,GBP,direct_debit,meals
2025-03-04,OPEN API,-13.31,GBP,transfer,software
2025-06-07,OFFICE RENT LTD,-1299.25,GBP,card,rent
2025-06-27,APPLE STORE,-142.65,GBP,direct_debit,equipment
2025-03-28,APPLE STORE,-6.86,GBP,card,equipment
2025-03-31,STARBUCKS,-123.56,GBP,transfer,meals
2025-02-28,GOOGLE ADS,-10.95,GBP,direct_debit,marketing
2025-04-30,GOOGLE ADS,-70.65,GBP,card,marketing
2025-04-11,AMAZON,-106.83,GBP,direct_debit,equipment
2025-04-20,FACEBOOK ADS,-192.15,GBP,card,marketing
2025-03-21,GITHUB,-51.9,GBP,transfer,software
2025-04-15,GOOGLE ADS,-148.52,GBP,direct_debit,marketing
2025-02-10,TRAINLINE UK,-86.79,GBP,card,travel
2025-04-07,RYANAIR FLIGHT,-51.01,GBP,transfer,travel
2025-05-07,OFFICE RENT LTD,-1475.72,GBP,direct_debit,rent
2025-01-26,FACEBOOK ADS,-102.75,GBP,direct_debit,marketing
2025-06-27,UBER TRIP,-34.27,GBP,card,travel
2025-06-12,PRET A MANGER,-60.56,GBP,direct_debit,meals
2025-01-07,TRAINLINE UK,-10.31,GBP,transfer,travel
2025-05-20,WEWORK RENT,-863.97,GBP,transfer,rent
2025-03-08,PRET A MANGER,-83.7,GBP,card,meals
2025-02-05,GITHUB,-188.15,GBP,card,software
2025-05-09,AMAZON,-127.09,GBP,transfer,equipment
2025-04-26,WEWORK RENT,-1456.79,GBP,card,rent
2025-05-12,WEWORK RENT,-521.26,GBP,card,rent
2025-04-11,UBER TRIP,-117.64,GBP,direct_debit,travel
2025-05-28,TRAINLINE UK,-136.0,GBP,transfer,travel
2025-05-26,FACEBOOK ADS,-42.53,GBP,transfer,marketing
2025-03-23,STARBUCKS,-95.81,GBP,direct_debit,meals
2025-04-21,OPEN API,-57.25,GBP,direct_debit,software
2025-04-23,PRET A MANGER,-79.64,GBP,direct_debit,meals
2025-03-12,RYANAIR FLIGHT,-17.9,GBP,direct_debit,travel
2025-02-26,OFFICE RENT LTD,-923.09,GBP,transfer,rent
2025-01-07,NOTION LABS,-136.38,GBP,direct_debit,software
2025-06-21,STARBUCKS,-68.67,GBP,card,meals
2025-01-22,OFFICE RENT LTD,-724.81,GBP,card,rent
2025-02-04,WEWORK RENT,-1877.96,GBP,transfer,rent
2025-01-09,TRAINLINE UK,-79.35,GBP,transfer,travel
2025-04-15,AMAZON,-71.09,GBP,transfer,equipment
2025-02-17,OFFICE RENT LTD,-1149.93,GBP,transfer,rent
2025-01-24,OFFICE RENT LTD,-644.0,GBP,direct_debit,rent
2025-01-02,FACEBOOK ADS,-101.99,GBP,card,marketing
2025-03-01,AMAZON,-167.62,GBP,card,equipment
2025-04-13,STARBUCKS,-169.26,GBP,direct_debit,meals
2025-03-03,FACEBOOK ADS,-178.85,GBP,direct_debit,marketing
2025-04-29,PRET A MANGER,-6.87,GBP,direct_debit,meals
2025-03-09,TRAINLINE UK,-68.17,GBP,transfer,travel
2025-02-07,PRET A MANGER,-54.4,GBP,transfer,meals
2025-06-04,GOOGLE ADS,-157.19,GBP,transfer,marketing
2025-04-18,GOOGLE ADS,-155.8,GBP,direct_debit,marketing
2025-02-05,FACEBOOK ADS,-76.43,GBP,transfer,marketing
2025-05-12,NOTION LABS,-179.96,GBP,direct_debit,software
2025-03-12,AWS CLOUD,-189.34,GBP,direct_debit,software
2025-04-11,AMAZON,-41.26,GBP,transfer,equipment
2025-04-14,PRET A MANGER,-20.35,GBP,transfer,meals
2025-05-14,OPEN API,-83.95,GBP,card,software
2025-01-10,OPEN API,-42.12,GBP,transfer,software
2025-04-18,GOOGLE ADS,-198.13,GBP,card,marketing
2025-06-10,OPEN API,-113.13,GBP,direct_debit,software
2025-04-04,UBER TRIP,-172.6,GBP,direct_debit,travel
2025-05-03,PRET A MANGER,-26.27,GBP,card,meals
2025-04-25,STARBUCKS,-107.95,GBP,card,meals
2025-06-28,STARBUCKS,-21.24,GBP,direct_debit,meals
2025-05-22,APPLE STORE,-38.74,GBP,transfer,equipment
2025-01-18,RYANAIR FLIGHT,-163.07,GBP,card,travel
2025-02-06,OFFICE RENT LTD,-994.0,GBP,direct_debit,rent
2025-06-08,AWS CLOUD,-125.62,GBP,transfer,software
2025-02-14,NOTION LABS,-44.53,GBP,transfer,software
2025-03-24,AMAZON,-48.58,GBP,card,equipment
2025-03-20,AWS CLOUD,-153.54,GBP,direct_debit,software
2025-05-07,TRAINLINE UK,-75.95,GBP,transfer,travel
2025-01-05,AMAZON,-87.44,GBP,transfer,equipment
2025-04-18,OFFICE RENT LTD,-1090.54,GBP,card,rent
2025-06-22,TRAINLINE UK,-30.18,GBP,transfer,travel
2025-04-27,UBER TRIP,-156.96,GBP,card,travel
2025-05-02,STARBUCKS,-169.25,GBP,card,meals
2025-01-09,WEWORK RENT,-966.0,GBP,direct_debit,rent
2025-06-27,PRET A MANGER,-138.07,GBP,transfer,meals
2025-06-14,OFFICE RENT LTD,-1874.55,GBP,direct_debit,rent
2025-05-10,APPLE STORE,-34.73,GBP,card,equipment
2025-04-28,OFFICE RENT LTD,-1746.84,GBP,transfer,rent
2025-03-25,GOOGLE ADS,-138.69,GBP,direct_debit,marketing
2025-02-23,FACEBOOK ADS,-131.04,GBP,transfer,marketing
2025-03-18,UBER TRIP,-72.53,GBP,direct_debit,travel
2025-06-05,FACEBOOK ADS,-131.98,GBP,direct_debit,marketing
2025-03-05,STARBUCKS,-9.75,GBP,direct_debit,meals
2025-04-20,FACEBOOK ADS,-163.33,GBP,card,marketing
2025-05-07,FACEBOOK ADS,-189.64,GBP,direct_debit,marketing
2025-06-09,WEWORK RENT,-1894.05,GBP,transfer,rent
2025-02-28,AMAZON,-46.38,GBP,transfer,equipment
2025-03-16,GOOGLE ADS,-163.86,GBP,direct_debit,marketing
2025-03-18,GITHUB,-28.4,GBP,transfer,software
2025-06-14,AMAZON,-199.85,GBP,direct_debit,equipment
2025-01-13,STARBUCKS,-121.65,GBP,transfer,meals
2025-03-20,STARBUCKS,-18.0,GBP,card,meals
2025-04-10,WEWORK RENT,-760.66,GBP,card,rent
2025-02-02,STARBUCKS,-135.28,GBP,direct_debit,meals
2025-06-13,APPLE STORE,-105.25,GBP,direct_debit,equipment
2025-06-11,APPLE STORE,-163.46,GBP,transfer,equipment
2025-01-03,PRET A MANGER,-37.32,GBP,direct_debit,meals
2025-03-30,APPLE STORE,-154.04,GBP,transfer,equipment
2025-04-28,APPLE STORE,-62.0,GBP,transfer,equipment
2025-04-13,STARBUCKS,-128.62,GBP,transfer,meals
2025-06-23,WEWORK RENT,-1468.0,GBP,direct_debit,rent
2025-06-30,WEWORK RENT,-1532.88,GBP,card,rent
2025-04-23,OFFICE RENT LTD,-799.12,GBP,card,rent
2025-05-23,PRET A MANGER,-186.5,GBP,transfer,meals
2025-01-18,UBER TRIP,-122.81,GBP,card,travel
2025-03-19,UBER TRIP,-41.45,GBP,direct_debit,travel
2025-04-11,OPEN API,-94.42,GBP,transfer,software
2025-03-15,UBER TRIP,-176.07,GBP,transfer,travel
2025-03-02,FACEBOOK ADS,-81.81,GBP,direct_debit,marketing
2025-05-26,FACEBOOK ADS,-58.47,GBP,card,marketing
2025-05-20,GITHUB,-22.67,GBP,direct_debit,software
2025-03-17,APPLE STORE,-12.71,GBP,direct_debit,equipment
2025-04-10,WEWORK RENT,-920.0,GBP,transfer,rent
2025-02-10,APPLE STORE,-137.57,GBP,card,equipment
2025-02-02,TRAINLINE UK,-187.28,GBP,transfer,travel
2025-04-19,FACEBOOK ADS,-58.28,GBP,direct_debit,marketing
2025-04-16,OFFICE RENT LTD,-573.3,GBP,card,rent
2025-01-03,APPLE STORE,-99.68,GBP,card,equipment
2025-01-31,GOOGLE ADS,-59.04,GBP,transfer,marketing
2025-06-28,APPLE STORE,-21.13,GBP,direct_debit,equipment
2025-01-27,AWS CLOUD,-35.82,GBP,card,software
2025-01-07,AMAZON,-27.35,GBP,transfer,equipment
2025-05-11,FACEBOOK ADS,-150.59,GBP,direct_debit,marketing
2025-02-16,APPLE STORE,-157.07,GBP,direct_debit,equipment
2025-06-22,PRET A MANGER,-177.94,GBP,card,meals
2025-06-25,UBER TRIP,-60.56,GBP,card,travel
2025-06-02,AMAZON,-137.98,GBP,direct_debit,equipment
2025-05-23,FACEBOOK ADS,-135.33,GBP,direct_debit,marketing
2025-04-12,UBER TRIP,-177.96,GBP,direct_debit,travel
2025-04-05,UBER TRIP,-46.68,GBP,card,travel
2025-05-16,WEWORK RENT,-1775.92,GBP,card,rent
2025-06-09,NOTION LABS,-43.02,GBP,transfer,software
2025-01-04,APPLE STORE,-79.92,GBP,direct_debit,equipment
2025-02-12,GOOGLE ADS,-13.64,GBP,transfer,marketing
2025-01-20,AMAZON,-85.21,GBP,direct_debit,equipment
2025-04-15,UBER TRIP,-44.26,GBP,card,travel
2025-06-20,AMAZON,-28.59,GBP,transfer,equipment
2025-04-30,AMAZON,-100.3,GBP,direct_debit,equipment
2025-03-13,APPLE STORE,-136.08,GBP,direct_debit,equipment
2025-02-11,TRAINLINE UK,-97.95,GBP,card,travel
2025-06-25,WEWORK RENT,-657.39,GBP,transfer,rent
2025-03-30,AWS CLOUD,-116.64,GBP,direct_debit,software
2025-06-13,RYANAIR FLIGHT,-77.27,GBP,card,travel
2025-03-19,WEWORK RENT,-1825.53,GBP,transfer,rent
2025-05-11,GOOGLE ADS,-153.64,GBP,transfer,marketing
2025-03-08,TRAINLINE UK,-53.01,GBP,transfer,travel
2025-04-21,RYANAIR FLIGHT,-16.73,GBP,transfer,travel
2025-05-18,TRAINLINE UK,-164.82,GBP,direct_debit,travel
2025-06-20,PRET A MANGER,-17.77,GBP,card,meals
2025-03-04,PRET A MANGER,-177.19,GBP,transfer,meals
2025-06-05,STARBUCKS,-116.17,GBP,direct_debit,meals
2025-02-18,PRET A MANGER,-156.0,GBP,card,meals
2025-06-17,OPEN API,-181.82,GBP,card,software
2025-05-22,GITHUB,-21.11,GBP,direct_debit,software
2025-03-14,AWS CLOUD,-70.74,GBP,direct_debit,software
2025-06-02,OFFICE RENT LTD,-1965.76,GBP,direct_debit,rent
2025-04-22,TRAINLINE UK,-147.98,GBP,direct_debit,travel
2025-01-09,PRET A MANGER,-174.51,GBP,card,meals
2025-03-30,UBER TRIP,-161.83,GBP,transfer,travel
2025-01-04,UBER TRIP,-41.2,GBP,transfer,travel
2025-01-08,STARBUCKS,-75.34,GBP,direct_debit,meals
2025-04-12,FACEBOOK ADS,-197.52,GBP,card,marketing
2025-04-12,UBER TRIP,-162.26,GBP,direct_debit,travel
2025-01-30,FACEBOOK ADS,-154.69,GBP,card,marketing
2025-01-19,STARBUCKS,-199.5,GBP,direct_debit,meals
2025-05-25,RYANAIR FLIGHT,-94.46,GBP,transfer,travel
2025-05-06,RYANAIR FLIGHT,-172.24,GBP,card,travel
2025-04-24,STARBUCKS,-6.95,GBP,card,meals
2025-02-21,RYANAIR FLIGHT,-137.36,GBP,direct_debit,travel
2025-06-10,STARBUCKS,-23.63,GBP,direct_debit,meals
2025-03-22,FACEBOOK ADS,-119.16,GBP,card,marketing
2025-06-01,STARBUCKS,-187.53,GBP,direct_debit,meals
2025-04-28,FACEBOOK ADS,-174.32,GBP,direct_debit,marketing
2025-05-12,WEWORK RENT,-1096.76,GBP,transfer,rent
2025-03-16,PRET A MANGER,-48.28,GBP,direct_debit,meals
2025-03-14,RYANAIR FLIGHT,-158.2,GBP,transfer,travel
2025-02-11,NOTION LABS,-108.12,GBP,transfer,software
2025-05-13,FACEBOOK ADS,-81.09,GBP,card,marketing
2025-06-10,FACEBOOK ADS,-122.06,GBP,card,marketing
2025-05-17,OFFICE RENT LTD,-1582.43,GBP,transfer,rent
2025-06-15,PRET A MANGER,-174.14,GBP,card,meals
2025-05-30,NOTION LABS,-160.97,GBP,card,software
2025-02-18,GITHUB,-177.37,GBP,direct_debit,software
2025-06-30,AMAZON,-160.22,GBP,direct_debit,equipment
2025-02-02,NOTION LABS,-122.86,GBP,direct_debit,software
2025-02-24,UBER TRIP,-146.69,GBP,transfer,travel
2025-05-04,FACEBOOK ADS,-53.66,GBP,card,marketing
2025-06-27,WEWORK RENT,-685.58,GBP,card,rent
2025-02-02,AMAZON,-26.81,GBP,direct_debit,equipment
2025-04-11,AWS CLOUD,-137.29,GBP,transfer,software
2025-06-02,FACEBOOK ADS,-186.42,GBP,transfer,marketing
2025-01-15,RYANAIR FLIGHT,-73.48,GBP,transfer,travel
2025-01-11,OPEN API,-181.08,GBP,card,software
2025-05-08,UBER TRIP,-67.23,GBP,transfer,travel
2025-04-14,STARBUCKS,-79.81,GBP,direct_debit,meals
2025-05-26,FACEBOOK ADS,-126.68,GBP,card,marketing
2025-05-10,RYANAIR FLIGHT,-33.06,GBP,transfer,travel
2025-02-04,APPLE STORE,-52.95,GBP,transfer,equipment
2025-02-22,APPLE STORE,-47.36,GBP,card,equipment
2025-05-25,GITHUB,-100.8,GBP,direct_debit,software
2025-06-30,STARBUCKS,-66.02,GBP,direct_debit,meals
2025-04-26,UBER TRIP,-102.3,GBP,transfer,travel
2025-02-12,UBER TRIP,-105.43,GBP,card,travel
2025-04-01,AMAZON,-119.54,GBP,transfer,equipment
2025-01-11,FACEBOOK ADS,-52.76,GBP,direct_debit,marketing
2025-03-25,OFFICE RENT LTD,-850.75,GBP,transfer,rent
2025-04-02,PRET A MANGER,-60.44,GBP,card,meals
2025-02-08,GOOGLE ADS,-27.16,GBP,card,marketing
2025-01-05,APPLE STORE,-156.37,GBP,card,equipment
2025-05-04,RYANAIR FLIGHT,-54.65,GBP,direct_debit,travel
2025-03-03,OFFICE RENT LTD,-1539.0,GBP,transfer,rent
2025-06-07,TRAINLINE UK,-140.43,GBP,card,travel
2025-04-25,APPLE STORE,-44.01,GBP,direct_debit,equipment
2025-05-03,GOOGLE ADS,-35.89,GBP,transfer,marketing
2025-04-19,AWS CLOUD,-22.67,GBP,transfer,software
2025-02-07,APPLE STORE,-74.24,GBP,transfer,equipment
2025-03-26,UBER TRIP,-7.4,GBP,direct_debit,travel
2025-03-29,STARBUCKS,-149.71,GBP,direct_debit,meals
2025-04-17,TRAINLINE UK,-13.69,GBP,direct_debit,travel
2025-01-03,GITHUB,-178.11,GBP,card,software
2025-03-06,RYANAIR FLIGHT,-38.75,GBP,transfer,travel
2025-02-13,OFFICE RENT LTD,-865.2,GBP,transfer,rent
2025-04-06,OFFICE RENT LTD,-778.62,GBP,card,rent
2025-04-18,GOOGLE ADS,-19.08,GBP,card,marketing
2025-02-05,OFFICE RENT LTD,-691.53,GBP,transfer,rent
2025-04-01,GOOGLE ADS,-168.06,GBP,direct_debit,marketing
2025-04-06,APPLE STORE,-182.07,GBP,direct_debit,equipment
2025-05-01,AWS CLOUD,-46.19,GBP,card,software
2025-05-20,NOTION LABS,-79.34,GBP,direct_debit,software
2025-04-16,RYANAIR FLIGHT,-131.81,GBP,card,travel
2025-01-07,PRET A MANGER,-145.97,GBP,direct_debit,meals
2025-03-01,OFFICE RENT LTD,-1078.18,GBP,direct_debit,rent
2025-06-02,PRET A MANGER,-114.04,GBP,transfer,meals
2025-04-18,TRAINLINE UK,-9.08,GBP,transfer,travel
2025-01-16,OPEN API,-152.47,GBP,direct_debit,software
2025-06-06,UBER TRIP,-36.47,GBP,direct_debit,travel
2025-04-09,APPLE STORE,-102.92,GBP,transfer,equipment
2025-01-20,UBER TRIP,-148.16,GBP,direct_debit,travel
2025-06-04,AMAZON,-86.48,GBP,direct_debit,equipment
2025-01-17,AWS CLOUD,-79.94,GBP,card,software
2025-04-11,AMAZON,-183.12,GBP,card,equipment
2025-02-17,GOOGLE ADS,-151.68,GBP,transfer,marketing
2025-05-23,AWS CLOUD,-94.94,GBP,transfer,software
2025-01-15,STARBUCKS,-84.75,GBP,transfer,meals
2025-06-21,FACEBOOK ADS,-187.0,GBP,transfer,marketing
2025-05-01,GOOGLE ADS,-60.49,GBP,card,marketing
2025-05-13,PRET A MANGER,-110.61,GBP,direct_debit,meals
2025-04-22,FACEBOOK ADS,-199.02,GBP,card,marketing
2025-03-27,FACEBOOK ADS,-58.5,GBP,transfer,marketing
2025-06-04,UBER TRIP,-24.15,GBP,direct_debit,travel
2025-05-02,AMAZON,-191.47,GBP,card,equipment
2025-03-18,RYANAIR FLIGHT,-185.48,GBP,transfer,travel
2025-04-30,OFFICE RENT LTD,-1033.57,GBP,card,rent
2025-03-20,TRAINLINE UK,-30.48,GBP,card,travel
2025-04-29,NOTION LABS,-133.16,GBP,card,software
2025-05-26,WEWORK RENT,-1983.27,GBP,direct_debit,rent
2025-06-25,OFFICE RENT LTD,-1215.77,GBP,direct_debit,rent
2025-05-11,AWS CLOUD,-151.96,GBP,transfer,software
2025-01-18,WEWORK RENT,-928.76,GBP,transfer,rent
2025-03-10,RYANAIR FLIGHT,-5.01,GBP,direct_debit,travel
2025-06-16,AWS CLOUD,-63.75,GBP,transfer,software
2025-01-22,AMAZON,-56.37,GBP,transfer,equipment
2025-06-19,UBER TRIP,-90.85,GBP,transfer,travel
2025-05-08,OFFICE RENT LTD,-1717.79,GBP,transfer,rent
2025-04-12,AWS CLOUD,-148.32,GBP,card,software
2025-03-03,PRET A MANGER,-150.43,GBP,direct_debit,meals
2025-06-30,GOOGLE ADS,-6.6,GBP,direct_debit,marketing
2025-05-06,APPLE STORE,-118.86,GBP,direct_debit,equipment
2025-06-02,OFFICE RENT LTD,-765.39,GBP,card,rent
2025-05-09,FACEBOOK ADS,-12.21,GBP,direct_debit,marketing
2025-04-19,OFFICE RENT LTD,-633.39,GBP,transfer,rent
2025-03-27,UBER TRIP,-6.09,GBP,direct_debit,travel
2025-06-28,OFFICE RENT LTD,-1885.89,GBP,direct_debit,rent
2025-06-13,APPLE STORE,-88.36,GBP,card,equipment
2025-02-23,GITHUB,-120.42,GBP,transfer,software
2025-05-01,FACEBOOK ADS,-83.32,GBP,card,marketing
2025-01-25,PRET A MANGER,-24.37,GBP,direct_debit,meals
2025-04-07,AMAZON,-57.97,GBP,direct_debit,equipment
2025-03-12,AWS CLOUD,-19.93,GBP,direct_debit,software
2025-02-05,PRET A MANGER,-8.7,GBP,direct_debit,meals
2025-05-13,UBER TRIP,-152.41,GBP,direct_debit,travel
2025-02-18,AMAZON,-95.02,GBP,card,equipment
2025-05-31,PRET A MANGER,-11.27,GBP,card,meals
2025-04-09,WEWORK RENT,-1594.67,GBP,card,rent
2025-03-21,UBER TRIP,-41.85,GBP,direct_debit,travel
2025-03-19,GOOGLE ADS,-98.52,GBP,transfer,marketing
2025-04-05,GOOGLE ADS,-43.87,GBP,transfer,marketing
2025-03-02,RYANAIR FLIGHT,-10.45,GBP,direct_debit,travel
2025-02-22,STARBUCKS,-89.27,GBP,transfer,meals
2025-02-24,APPLE STORE,-167.43,GBP,transfer,equipment
2025-01-24,RYANAIR FLIGHT,-188.39,GBP,card,travel
2025-03-01,OFFICE RENT LTD,-1792.14,GBP,direct_debit,rent
2025-05-16,RYANAIR FLIGHT,-147.2,GBP,direct_debit,travel
2025-03-17,APPLE STORE,-192.82,GBP,card,equipment
2025-04-01,OFFICE RENT LTD,-1831.82,GBP,transfer,rent
2025-05-11,PRET A MANGER,-188.02,GBP,transfer,meals
2025-05-28,GOOGLE ADS,-129.11,GBP,direct_debit,marketing
2025-05-27,GITHUB,-133.09,GBP,transfer,software
2025-02-16,AMAZON,-137.59,GBP,transfer,equipment
2025-04-09,GOOGLE ADS,-139.82,GBP,card,marketing
2025-01-03,AMAZON,-25.19,GBP,card,equipment
2025-03-31,WEWORK RENT,-1448.51,GBP,direct_debit,rent
2025-05-27,GOOGLE ADS,-65.46,GBP,direct_debit,marketing
2025-03-22,UBER TRIP,-90.06,GBP,direct_debit,travel
2025-06-30,OFFICE RENT LTD,-1205.23,GBP,card,rent
2025-01-16,FACEBOOK ADS,-35.05,GBP,direct_debit,marketing
2025-03-12,STARBUCKS,-13.51,GBP,card,meals
2025-05-07,STARBUCKS,-132.52,GBP,direct_debit,meals
2025-02-15,APPLE STORE,-137.59,GBP,direct_debit,equipment
2025-05-28,PRET A MANGER,-117.74,GBP,transfer,meals
2025-02-04,RYANAIR FLIGHT,-191.13,GBP,transfer,travel
2025-04-03,OFFICE RENT LTD,-975.47,GBP,direct_debit,rent
2025-05-18,APPLE STORE,-172.93,GBP,direct_debit,equipment
2025-01-18,OFFICE RENT LTD,-506.36,GBP,direct_debit,rent
2025-04-03,STARBUCKS,-20.17,GBP,card,meals
2025-02-25,APPLE STORE,-75.88,GBP,transfer,equipment
2025-05-12,STARBUCKS,-50.32,GBP,card,meals
2025-06-26,FACEBOOK ADS,-191.33,GBP,direct_debit,marketing
2025-05-16,WEWORK RENT,-995.58,GBP,direct_debit,rent
2025-03-12,STARBUCKS,-153.06,GBP,direct_debit,meals
2025-01-24,OPEN API,-53.76,GBP,card,software
2025-04-26,WEWORK RENT,-1000.41,GBP,direct_debit,rent
2025-04-26,OFFICE RENT LTD,-1249.14,GBP,transfer,rent
2025-06-05,AWS CLOUD,-23.82,GBP,card,software
2025-05-04,GITHUB,-106.74,GBP,card,software
2025-03-07,WEWORK RENT,-771.83,GBP,direct_debit,rent
2025-01-13,WEWORK RENT,-916.25,GBP,transfer,rent
2025-03-15,GOOGLE ADS,-182.69,GBP,direct_debit,marketing
2025-05-20,PRET A MANGER,-116.4,GBP,transfer,meals
2025-02-12,FACEBOOK ADS,-112.05,GBP,transfer,marketing
2025-03-02,GITHUB,-127.2,GBP,transfer,software
2025-06-08,GOOGLE ADS,-62.48,GBP,direct_debit,marketing
2025-03-07,FACEBOOK ADS,-149.54,GBP,card,marketing
2025-06-06,OPEN API,-45.99,GBP,direct_debit,software
2025-03-06,RYANAIR FLIGHT,-57.03,GBP,direct_debit,travel
2025-01-22,UBER TRIP,-199.39,GBP,direct_debit,travel
2025-05-12,UBER TRIP,-185.51,GBP,transfer,travel
2025-03-27,TRAINLINE UK,-116.67,GBP,transfer,travel
2025-05-14,UBER TRIP,-162.33,GBP,direct_debit,travel
2025-02-26,OFFICE RENT LTD,-1813.02,GBP,transfer,rent
2025-02-18,APPLE STORE,-115.42,GBP,transfer,equipment
2025-02-22,APPLE STORE,-91.2,GBP,transfer,equipment
2025-03-06,STARBUCKS,-168.95,GBP,transfer,meals
2025-05-14,GITHUB,-40.72,GBP,card,software
2025-03-26,GOOGLE ADS,-69.08,GBP,direct_debit,marketing
2025-05-19,AWS CLOUD,-96.72,GBP,direct_debit,software
2025-01-15,GOOGLE ADS,-21.57,GBP,card,marketing
2025-02-17,RYANAIR FLIGHT,-108.19,GBP,card,travel
2025-02-05,GOOGLE ADS,-114.45,GBP,card,marketing
2025-04-16,FACEBOOK ADS,-13.57,GBP,transfer,marketing
2025-03-15,UBER TRIP,-105.78,GBP,direct_debit,travel
2025-04-12,GOOGLE ADS,-118.18,GBP,transfer,marketing
2025-02-22,OPEN API,-124.5,GBP,card,software
2025-03-18,RYANAIR FLIGHT,-14.19,GBP,card,travel
2025-06-13,GOOGLE ADS,-29.59,GBP,direct_debit,marketing
2025-05-28,AMAZON,-45.27,GBP,card,equipment
2025-04-13,FACEBOOK ADS,-179.95,GBP,direct_debit,marketing
2025-06-29,GOOGLE ADS,-171.02,GBP,direct_debit,marketing
2025-06-06,FACEBOOK ADS,-198.74,GBP,card,marketing
2025-01-17,AMAZON,-167.92,GBP,transfer,equipment
2025-01-30,APPLE STORE,-140.13,GBP,card,equipment
2025-06-07,OFFICE RENT LTD,-639.95,GBP,card,rent
2025-01-26,WEWORK RENT,-613.0,GBP,card,rent
2025-01-17,APPLE STORE,-123.55,GBP,direct_debit,equipment
2025-03-11,WEWORK RENT,-785.55,GBP,transfer,rent
2025-05-03,PRET A MANGER,-178.88,GBP,transfer,meals
2025-03-12,GOOGLE ADS,-130.46,GBP,transfer,marketing
2025-06-21,STARBUCKS,-52.47,GBP,card,meals
2025-03-23,OFFICE RENT LTD,-1723.08,GBP,card,rent
2025-05-06,NOTION LABS,-166.92,GBP,card,software
2025-02-01,TRAINLINE UK,-58.7,GBP,card,travel
2025-01-17,WEWORK RENT,-1754.84,GBP,card,rent
2025-02-10,GOOGLE ADS,-193.13,GBP,transfer,marketing
2025-06-11,AMAZON,-198.76,GBP,transfer,equipment
2025-02-14,RYANAIR FLIGHT,-151.91,GBP,card,travel
2025-04-01,OFFICE RENT LTD,-1934.22,GBP,direct_debit,rent
2025-02-07,STARBUCKS,-183.53,GBP,card,meals
2025-03-07,APPLE STORE,-174.3,GBP,card,equipment
2025-03-11,APPLE STORE,-193.1,GBP,transfer,equipment
2025-01-03,AWS CLOUD,-188.27,GBP,transfer,software
2025-05-29,STARBUCKS,-52.27,GBP,transfer,meals
2025-04-07,WEWORK RENT,-1095.5,GBP,transfer,rent
2025-04-01,PRET A MANGER,-57.75,GBP,transfer,meals
2025-04-06,RYANAIR FLIGHT,-49.16,GBP,transfer,travel
2025-03-24,OFFICE RENT LTD,-761.69,GBP,direct_debit,rent
2025-01-23,APPLE STORE,-172.94,GBP,transfer,equipment
2025-02-12,FACEBOOK ADS,-129.73,GBP,card,marketing
2025-01-29,AMAZON,-63.69,GBP,card,equipment
2025-06-06,GITHUB,-118.77,GBP,transfer,software
2025-06-19,GITHUB,-151.11,GBP,direct_debit,software
2025-04-24,AMAZON,-148.87,GBP,direct_debit,equipment
2025-06-03,PRET A MANGER,-195.25,GBP,direct_debit,meals
2025-06-01,STARBUCKS,-131.24,GBP,card,meals
